-2.5 	500 	1.5 	127600
-2.23684 	535.778 	1.42105 	127600
-1.97368 	567.58 	1.34211 	127600
-1.71053 	595.407 	1.26316 	127600
-1.44737 	619.257 	1.18421 	127600
-1.18421 	639.132 	1.10526 	127600
-0.921053 	655.032 	1.02632 	127600
-0.657895 	666.957 	0.947368 	127600
-0.394737 	674.906 	0.868421 	127600
-0.131579 	678.881 	0.789474 	127600
0.131579 	678.881 	0.710526 	127600
0.394737 	674.906 	0.631579 	127600
0.657895 	666.957 	0.552632 	127600
0.921053 	655.032 	0.473684 	127600
1.18421 	639.132 	0.394737 	127600
1.44737 	619.257 	0.315789 	127600
1.71053 	595.407 	0.236842 	127600
1.97368 	567.58 	0.157895 	127600
2.23684 	535.778 	0.0789474 	127600
2.5 	500 	2.66454e-16 	127600
